"","Record_id","Paper_id","Year","Species_name","Taxon","Population","Population_type","Study_type","Sex","Age","N_id_pedigree","N_records","N_id_w_records","N_sires","N_dams","N_families","Depth_of_ped","Trait_name","Trait_category","Mean_standardized","Trait_mean","Variance_standardized","Trait_sd","Treatment_group","Fixed_eff_of_partner_trait","Other_fixed_eff","Mean_group_size","Va","V_ige","Vpe_foc","Vpe_soc","V_other_1","V_other_2","V_other_3","V_other_4","V_other_5","V_other_6","V_residual","Total_v_phen","H2","Social_h2","R_a_ige","R_pe_pe_soc","Cov_a_ige","Cov_pe_pe_soc","V_tbv","T2","Data_location","Screener_id","Notes","Second_screener_id","Second_screener_notes","Excluded_during_data_extraction","Changes_after_second_screening","Final_comments","Data_transf","Trait_mean_transf","Trait_error_distrib","Estimates_scale_nongauss","Vp_group_formula","Species_name.2","Population2","Group_id","Second_screener_original_decision","missingSocial_h2","missingVP","missingVIGE","missingMean","missingVA","missingIdRecords"
"30","29","IGE1038","2017","Sus scrofa","mammals",NA,"captive","experimental","both","ad",NA,3276,3276,NA,NA,NA,NA,"average daily feed intake (ADFI)","development","no",NA,"no",NA,NA,"no","yes",10,"14157.21","109.09",NA,NA,NA,NA,NA,NA,NA,NA,NA,68527.17,0.4,NA,0.35,NA,NA,NA,39423.18,0.58,"Table 1","AST","Large white pigs used; V other 1 = litter id, V other 2 = group id; age assumed to be adult because of focusing on 100kg marks; table 1 reports additive genetic variance, which presumably combines both direct and social, and then direct and social additive variances separately, which were the ones extracted; total phenotypic variance extracted as VP rather than phenotypic variance, which is unclear to me what it is but could be a combination of both litter and group effects which are not reported despite said to be included in the model","MM","MM: I dont get it, info is not in Table 1? let's talk per mail","no","All information extracted now, odd that I missed table 1 before",NA,"non_transf",NA,"gaussian",NA,NA,"Sus scrofa","Sichuan_CHN",70,"Revise",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"31","30","IGE1038","2017","Sus scrofa","mammals",NA,"captive","experimental","both","ad",NA,3276,3276,NA,NA,NA,NA,"residual feed intake (RFI)","development","no",NA,"no",NA,NA,"no","yes",10,"11577.72","97.23",NA,NA,NA,NA,NA,NA,NA,NA,NA,33449.05,0.48,NA,0.7,NA,NA,NA,32734.68,0.98,"Table 1","AST","Large white pigs used; V other 1 = litter id, V other 2 = group id; age assumed to be adult because of focusing on 100kg marks; table 1 reports additive genetic variance, which presumably combines both direct and social, and then direct and social additive variances separately, which were the ones extracted; total phenotypic variance extracted as VP rather than phenotypic variance, which is unclear to me what it is but could be a combination of both litter and group effects which are not reported despite said to be included in the model","MM","MM: I dont get it, info is not in Table 1? let's talk per mail","no","All information extracted now, odd that I missed table 1 before",NA,"non_transf",NA,"gaussian",NA,NA,"Sus scrofa","Sichuan_CHN",70,"Revise",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"32","31","IGE1038","2017","Sus scrofa","mammals",NA,"captive","experimental","both","ad",NA,3276,3276,NA,NA,NA,NA,"feed conversion ratio (FCR)","development","no",NA,"no",NA,NA,"no","yes",10,"44.23","0.08",NA,NA,NA,NA,NA,NA,NA,NA,NA,307.61,0.31,NA,0.23,NA,NA,NA,101.11,0.33,"Table 1","AST","Large white pigs used; V other 1 = litter id, V other 2 = group id; age assumed to be adult because of focusing on 100kg marks; table 1 reports additive genetic variance, which presumably combines both direct and social, and then direct and social additive variances separately, which were the ones extracted; total phenotypic variance extracted as VP rather than phenotypic variance, which is unclear to me what it is but could be a combination of both litter and group effects which are not reported despite said to be included in the model","MM","MM: I dont get it, info is not in Table 1? let's talk per mail","no","All information extracted now, odd that I missed table 1 before",NA,"non_transf",NA,"gaussian",NA,NA,"Sus scrofa","Sichuan_CHN",70,"Revise",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"33","32","IGE0242","1972-1979","Bos taurus","mammals",NA,"captive","experimental","M","both",3649,1876,1876,NA,NA,NA,NA,"average daily gain (ADG) period 1","development","no",100.125,"no",NA,NA,"no","yes",27.5,"47.85","2.23",NA,NA,0.02,NA,NA,NA,NA,NA,732.32,NA,NA,NA,NA,NA,7.17,NA,NA,NA,"Table 3","AST","Hereford bulls used; group size reported as a range between 25 and 30, so an approximate mean calculated for our purposes ((25+30)/2); age set to both because it is unclear at what age would bulls be considered adults, but the period studied seemingly cover both stages from juveniles to adult; Trait mean approximated as the mean of the yearly means provided in Table 1; data extracted from Table 3 because Table 7 did not include the covariance; V other 1 = pen id; estimates for BW as response not extracted because no competition effects could exist and the authors just ran it as a robustness test","MM","MM: to consider, given that you calculate by hand the trait mean, it also would be possible to calculate the SD, right?","no",NA,NA,"non_transf",NA,"gaussian",NA,NA,"Bos taurus","AnimalResearch_US",9,"Accept",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"34","33","IGE0242","1972-1979","Bos taurus","mammals",NA,"captive","experimental","M","both",3649,1874,1874,NA,NA,NA,NA,"average daily gain (ADG) period 2","development","no",105.25,"no",NA,NA,"no","yes",27.5,"35.39","0.06",NA,NA,31.77,NA,NA,NA,NA,NA,255.96,NA,NA,NA,NA,NA,1.43,NA,NA,NA,"Table 3","AST","Hereford bulls used; group size reported as a range between 25 and 30, so an approximate mean calculated for our purposes ((25+30)/2); age set to both because it is unclear at what age would bulls be considered adults, but the period studied seemingly cover both stages from juveniles to adult; Trait mean approximated as the mean of the yearly means provided in Table 1; data extracted from Table 3 because Table 7 did not include the covariance; V other 1 = pen id; estimates for BW as response not extracted because no competition effects could exist and the authors just ran it as a robustness test","MM","MM: to consider, given that you calculate by hand the trait mean, it also would be possible to calculate the SD, right?","no",NA,NA,"non_transf",NA,"gaussian",NA,NA,"Bos taurus","AnimalResearch_US",9,"Accept",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"35","34","IGE0242","1972-1979","Bos taurus","mammals",NA,"captive","experimental","M","both",3649,1867,1867,NA,NA,NA,NA,"average daily gain (ADG) period 3","development","no",106.5,"no",NA,NA,"no","yes",27.5,"39.98","0.12",NA,NA,13.26,NA,NA,NA,NA,NA,152.84,NA,NA,NA,NA,NA,1.25,NA,NA,NA,"Table 3","AST","Hereford bulls used; group size reported as a range between 25 and 30, so an approximate mean calculated for our purposes ((25+30)/2); age set to both because it is unclear at what age would bulls be considered adults, but the period studied seemingly cover both stages from juveniles to adult; Trait mean approximated as the mean of the yearly means provided in Table 1; data extracted from Table 3 because Table 7 did not include the covariance; estimates for BW as response not extracted because no competition effects could exist and the authors just ran it as a robustness test","MM","MM: to consider, given that you calculate by hand the trait mean, it also would be possible to calculate the SD, right?","no",NA,NA,"non_transf",NA,"gaussian",NA,NA,"Bos taurus","AnimalResearch_US",9,"Accept",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"36","35","IGE0242","1972-1979","Bos taurus","mammals",NA,"captive","experimental","M","both",3649,1866,1866,NA,NA,NA,NA,"average daily gain (ADG) period 4","development","no",108.125,"no",NA,NA,"no","yes",27.5,"43.74","0.05",NA,NA,8.39,NA,NA,NA,NA,NA,120.6,NA,NA,NA,NA,NA,0.1,NA,NA,NA,"Table 3","AST","Hereford bulls used; group size reported as a range between 25 and 30, so an approximate mean calculated for our purposes ((25+30)/2); age set to both because it is unclear at what age would bulls be considered adults, but the period studied seemingly cover both stages from juveniles to adult; Trait mean approximated as the mean of the yearly means provided in Table 1; data extracted from Table 3 because Table 7 did not include the covariance; V other 1 = pen id; estimates for BW as response not extracted because no competition effects could exist and the authors just ran it as a robustness test","MM","MM: to consider, given that you calculate by hand the trait mean, it also would be possible to calculate the SD, right?","no",NA,NA,"non_transf",NA,"gaussian",NA,NA,"Bos taurus","AnimalResearch_US",9,"Accept",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"37","36","IGE0242","1972-1979","Bos taurus","mammals",NA,"captive","experimental","M","both",3649,1864,1864,NA,NA,NA,NA,"average daily gain (ADG) period 5","development","no",108.625,"no",NA,NA,"no","yes",27.5,"47.66","0.08",NA,NA,4.13,NA,NA,NA,NA,NA,106.54,NA,NA,NA,NA,NA,0.77,NA,NA,NA,"Table 3","AST","Hereford bulls used; group size reported as a range between 25 and 30, so an approximate mean calculated for our purposes ((25+30)/2); age set to both because it is unclear at what age would bulls be considered adults, but the period studied seemingly cover both stages from juveniles to adult; Trait mean approximated as the mean of the yearly means provided in Table 1; data extracted from Table 3 because Table 7 did not include the covariance; V other 1 = pen id; estimates for BW as response not extracted because no competition effects could exist and the authors just ran it as a robustness test","MM","MM: to consider, given that you calculate by hand the trait mean, it also would be possible to calculate the SD, right?","no",NA,NA,"non_transf",NA,"gaussian",NA,NA,"Bos taurus","AnimalResearch_US",9,"Accept",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"38","37","IGE0242","1972-1979","Bos taurus","mammals",NA,"captive","experimental","M","both",3649,1863,1863,NA,NA,NA,NA,"average daily gain (ADG) period 6","development","no",108.375,"no",NA,NA,"no","yes",27.5,"42.02","0.08",NA,NA,3.69,NA,NA,NA,NA,NA,94.8,NA,NA,NA,NA,NA,0.67,NA,NA,NA,"Table 3","AST","Hereford bulls used; group size reported as a range between 25 and 30, so an approximate mean calculated for our purposes ((25+30)/2); age set to both because it is unclear at what age would bulls be considered adults, but the period studied seemingly cover both stages from juveniles to adult; Trait mean approximated as the mean of the yearly means provided in Table 1; data extracted from Table 3 because Table 7 did not include the covariance; V other 1 = pen id; estimates for BW as response not extracted because no competition effects could exist and the authors just ran it as a robustness test","MM","MM: to consider, given that you calculate by hand the trait mean, it also would be possible to calculate the SD, right?","no",NA,NA,"non_transf",NA,"gaussian",NA,NA,"Bos taurus","AnimalResearch_US",9,"Accept",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"39","38","IGE0242","1972-1974 and 1976-1979","Bos taurus","mammals",NA,"captive","experimental","M","both",3649,1634,1634,NA,NA,NA,NA,"average daily gain (ADG) period 7","development","no",106,"no",NA,NA,"no","yes",27.5,"41.98","0.14",NA,NA,7.85,NA,NA,NA,NA,NA,92.35,NA,NA,NA,NA,NA,1.63,NA,NA,NA,"Table 3","AST","Hereford bulls used; group size reported as a range between 25 and 30, so an approximate mean calculated for our purposes ((25+30)/2); age set to both because it is unclear at what age would bulls be considered adults, but the period studied seemingly cover both stages from juveniles to adult; Trait mean approximated as the mean of the yearly means provided in Table 1; V other 1 = pen id; estimates for BW as response not extracted because no competition effects could exist and the authors just ran it as a robustness test","MM","MM: to consider, given that you calculate by hand the trait mean, it also would be possible to calculate the SD, right?","no",NA,NA,"non_transf",NA,"gaussian",NA,NA,"Bos taurus","AnimalResearch_US",9,"Accept",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"40","39","IGE0242","1972 and 1974 and 1978-1979","Bos taurus","mammals",NA,"captive","experimental","M","both",3649,946,946,NA,NA,NA,NA,"average daily gain (ADG) period 8","development","no",100.5,"no",NA,NA,"no","yes",27.5,"27.13","0.04",NA,NA,3.8,NA,NA,NA,NA,NA,92.89,NA,NA,NA,NA,NA,1.02,NA,NA,NA,"Table 3","AST","Hereford bulls used; group size reported as a range between 25 and 30, so an approximate mean calculated for our purposes ((25+30)/2); age set to both because it is unclear at what age would bulls be considered adults, but the period studied seemingly cover both stages from juveniles to adult; Trait mean approximated as the mean of the yearly means provided in Table 1; V other 1 = pen id; estimates for BW as response not extracted because no competition effects could exist and the authors just ran it as a robustness test","MM","MM: to consider, given that you calculate by hand the trait mean, it also would be possible to calculate the SD, right?","no",NA,NA,"non_transf",NA,"gaussian",NA,NA,"Bos taurus","AnimalResearch_US",9,"Accept",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"41","40","IGE0253","2001-2009","Bos taurus","mammals","Valle Aosta, Italy","captive","experimental","F","both",17224,23988,8259,1156,NA,NA,NA,"dyadic fights (fighting ability)","behaviour","no",NA,"no",NA,NA,"no","yes",2,"0.015","0.178",0.019,NA,NA,NA,NA,NA,NA,NA,1.401,NA,0.009,0.11,NA,NA,NA,NA,NA,0.12,"Table 4","AST","Aosta Chestnut and Aosta Black Pied cattle used; # id/pedigree set to 17224 but unsure why 133699 (27638+106061) is also reported in Table 1; from the methods: """"the associative genetic variance was obtained by multiplying the estimated component by the average number of competitors (n = 1.886) [...] and its covariance with the direct genetic component was assumed to be equal to 0""""; data extracted from model not accounting for inbreeding since that model had the least number of fixed effects; since cov A-IGE is set to 0 by the authors, τ2 (σ tbv/VP) defined by the authors as the sum of both direct and indirect heritability; ","MM","MM: 1) depth of pedigree doesnt equal to study period, 2) to consider that there is info on h2 male, 3) Im unsure whether """"age of cows"""" is not only about the focal, tricky; 4) I dont understand neither the pedigree numbers, should we dicuss it in person?","no","depth of pedigree set to NA; fixed eff of partner trait set to no",NA,"non_transf",NA,"gaussian",NA,NA,"Bos taurus","ValleAosta_IT",11,"Revise",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"42","41","IGE0380","2009-2011","Oreochromis niloticus","fish","Aquaculture Extension Center, Jitra, Kedah State,Malaysia","captive","experimental","both","ad",37670,6330,6330,140,167,NA,10,"harvest live weight","morphology","no",166,"no",58.97,NA,"yes","yes",16,"0.036","0.00007",NA,NA,0.016,0.01,NA,NA,NA,NA,0.04,0.103,NA,NA,-0.38,NA,-6e-04,NA,0.033,0.32,"Table 5","AST","Year assigned as 2009-2011 because year 2012 was excluded from the analyses; harvest weight was transformed to natural logarithm; fixed eff of partner trait set to yes because one fixed effect is average age at harvest of the group mates; V other 1 = group effects, V other 2 = non-genetic kin effects; group size is accounted for when estimating τ2","FS","note that model 3 is not the one with lowest AIC but it's the most complete  one that estimates DGE and IGE (others that include maternal effects don't have either DGE or IGE)","no",NA,NA,"log","no","gaussian",NA,"yes","Oreochromis niloticus","Jitra_MY",17,"Accept",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"43","42","IGE0493","2012-2017","Tamiasciurus hudsonicus","mammals","Yukon Territory, Canada","wild","observational","both","ad",NA,323,273,NA,NA,NA,NA,"old cone hoard size","behaviour","no",NA,"no",NA,NA,"yes","yes",2,"0.01","1.202",0.007,NA,2.078,NA,NA,NA,NA,NA,3.23,NA,1e-04,NA,NA,NA,0.698,NA,NA,NA,"Table S5","AST","poisson model; mode is provided for the variance components; h2 calculated with the among-year variance excluded, see Methods; V other 1 = year id; fixed eff of partner trait = sex and lifespan of previous owner","FS",NA,"no",NA,NA,"non_transf",NA,"poisson_loglink","latent",NA,"Tamiasciurus hudsonicus","Kluane_CAN",33,"Accept",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
"44","43","IGE0493","2012-2017","Tamiasciurus hudsonicus","mammals","Yukon Territory, Canada","wild","observational","both","ad",NA,323,273,NA,NA,NA,NA,"new cone hoard size","behaviour","no",NA,"no",NA,NA,"yes","yes",2,"0.013","0.006",0.007,NA,43.13,NA,NA,NA,NA,NA,6.153,NA,1e-04,NA,NA,NA,-0.005,NA,NA,NA,"Table S5","AST","poisson model; mode is provided for the variance components; h2 calculated with the among-year variance excluded, see Methods; V other 1 = year id; fixed eff of partner trait = sex and lifespan of previous owner","FS",NA,"no",NA,NA,"non_transf",NA,"poisson_loglink","latent",NA,"Tamiasciurus hudsonicus","Kluane_CAN",33,"Accept",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
"45","44","IGE0493","1992-2017","Tamiasciurus hudsonicus","mammals","Yukon Territory, Canada","wild","observational","F","ad",NA,525,402,NA,NA,NA,NA,"parturition date","reproduction","yes",NA,"yes",NA,NA,"yes","yes",2,"0.044","0.0001",1e-04,NA,0.714,NA,NA,NA,NA,NA,0.199,NA,0.147,NA,NA,NA,1e-04,NA,NA,NA,"Table S5","AST","mode is provided for the variance components; h2 calculated with the among-year variance excluded, see Methods; V other 1 = year id; fixed eff of partner trait = sex and lifespan of previous owner; parturition date was standardized by subtracting the mean and dividing by the SD","FS",NA,"no",NA,NA,"non_transf",NA,"gaussian",NA,NA,"Tamiasciurus hudsonicus","Kluane_CAN",33,"Accept",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
