Paper_id,X,Record_id,Year,Species_name,Taxon,Population,Population_type,Study_type,Sex,Age,N_id_pedigree,N_records,N_id_w_records,N_sires,N_dams,N_families,Depth_of_ped,Trait_name,Trait_category,Mean_standardized,Trait_mean,Variance_standardized,Trait_sd,Treatment_group,Fixed_eff_of_partner_trait,Other_fixed_eff,Mean_group_size,Va,V_ige,Vpe_foc,Vpe_soc,V_other_1,V_other_2,V_other_3,V_other_4,V_other_5,V_other_6,V_residual,Total_v_phen,H2,Social_h2,R_a_ige,R_pe_pe_soc,Cov_a_ige,Cov_pe_pe_soc,V_tbv,T2,Data_location,Screener_id,Notes,Second_screener_id,Second_screener_notes,Changes_after_second_screening,Data_transf,Trait_mean_transf,Trait_error_distrib,Estimates_scale_nongauss,Vp_group_formula,Species_name.2,Population2,Group_id,Second_screener_original_decision,missingSocial_h2,missingVP,missingVIGE,missingMean,missingVA,missingIdRecords,Total_v_phen2,Trait_mean2,Reported_values_flag,Excluded_after_control,social_h2,Year_of_Publication
IGE0203,173,174,2009,Gadus morhua,fish,"Tromso, Norway",semicaptive,experimental,both,juv,2100,2007,2007,73,100,100,3,first dorsal length at r2,morphology,no,1.54,no,0.35,NA,yes,yes,7,9.45,0.14,NA,NA,0,0.014,NA,NA,NA,NA,NA,12.12,NA,NA,0.1,NA,0.03,NA,16.36,1.35,"Table 1 for means, T5-7 for variances",MM,"V1=VARIANCE DUE TO COMMON REARING E
V2=variance of experimental tank
",FS,"check # sires and dams (it's different for the complete pedigree), as well as # of IDs in pedigree and ID w records","checked pedigree, include info on pedigree for this study, not for the complete",non_transf,NA,gaussian,NA,yes,Gadus morhua,Tromso_NOR,8,Revise,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12.12,1.54,NA,NA,NA,2014
IGE0203,174,175,2009,Gadus morhua,fish,"Tromso, Norway",semicaptive,experimental,both,juv,2100,2030,2030,73,100,100,3,first dorsal length at r3,morphology,no,1.58,no,0.41,NA,yes,yes,7,6.13,0.03,NA,NA,0.51,0.15,NA,NA,NA,NA,NA,11.41,NA,NA,0.53,NA,0.23,NA,28.43,2.49,"Table 1 for means, T5-7 for variances",MM,"V1=VARIANCE DUE TO COMMON REARING E
V2=variance of experimental tank
",FS,"check # sires and dams (it's different for the complete pedigree), as well as # of IDs in pedigree and ID w records","checked pedigree, include info on pedigree for this study, not for the complete",non_transf,NA,gaussian,NA,yes,Gadus morhua,Tromso_NOR,8,Revise,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11.41,1.58,NA,NA,NA,2014
IGE0203,175,176,2009,Gadus morhua,fish,"Tromso, Norway",semicaptive,experimental,both,juv,2100,2010,2010,73,100,100,3,second dorsal at r2,morphology,no,1.44,no,0.22,NA,yes,yes,7,1.31,0.003,NA,NA,0,0,NA,NA,NA,NA,NA,4.58,NA,NA,0.43,NA,0.03,NA,3.46,0.76,"Table 1 for means, T5-7 for variances",MM,"V1=VARIANCE DUE TO COMMON REARING E
V2=variance of experimental tank
",FS,"check # sires and dams (it's different for the complete pedigree), as well as # of IDs in pedigree and ID w records","checked pedigree, include info on pedigree for this study, not for the complete",non_transf,NA,gaussian,NA,yes,Gadus morhua,Tromso_NOR,8,Revise,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.58,1.44,NA,NA,NA,2014
IGE0203,176,177,2009,Gadus morhua,fish,"Tromso, Norway",semicaptive,experimental,both,juv,2100,2035,2035,73,100,100,3,second dorsal at r3,morphology,no,1.55,no,0.31,NA,yes,yes,7,1.13,0.05,NA,NA,0.03,0.09,NA,NA,NA,NA,NA,6.24,NA,NA,0.26,NA,0.03,NA,13.84,2.22,"Table 1 for means, T5-7 for variances",MM,"V1=VARIANCE DUE TO COMMON REARING E
V2=variance of experimental tank
",FS,"check # sires and dams (it's different for the complete pedigree), as well as # of IDs in pedigree and ID w records","checked pedigree, include info on pedigree for this study, not for the complete",non_transf,NA,gaussian,NA,yes,Gadus morhua,Tromso_NOR,8,Revise,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6.24,1.55,NA,NA,NA,2014
IGE0203,177,178,2009,Gadus morhua,fish,"Tromso, Norway",semicaptive,experimental,both,juv,2100,1948,1948,73,100,100,3,third dorsal at r1,morphology,no,1.49,no,0.22,NA,yes,yes,7,2.21,0.00023,NA,NA,0,0.05,NA,NA,NA,NA,NA,4.67,NA,NA,0.98,NA,0.023,NA,3.24,0.52,"Table 1 for means, T5-7 for variances",MM,"V1=VARIANCE DUE TO COMMON REARING E
V2=variance of experimental tank
",FS,"check # sires and dams (it's different for the complete pedigree), as well as # of IDs in pedigree and ID w records","checked pedigree, include info on pedigree for this study, not for the complete",non_transf,NA,gaussian,NA,yes,Gadus morhua,Tromso_NOR,8,Revise,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.67,1.49,NA,NA,NA,2014
IGE0203,178,179,2009,Gadus morhua,fish,"Tromso, Norway",semicaptive,experimental,both,juv,2100,2010,2010,73,100,100,3,third dorsal at r2,morphology,no,1.61,no,0.23,NA,yes,yes,7,1.4,0.004,NA,NA,0.09,0,NA,NA,NA,NA,NA,4.89,NA,NA,0.46,NA,0.03,NA,4.62,0.94,"Table 1 for means, T5-7 for variances",MM,"V1=VARIANCE DUE TO COMMON REARING E
V2=variance of experimental tank
",FS,"check # sires and dams (it's different for the complete pedigree), as well as # of IDs in pedigree and ID w records","checked pedigree, include info on pedigree for this study, not for the complete",non_transf,NA,gaussian,NA,yes,Gadus morhua,Tromso_NOR,8,Revise,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.89,1.61,NA,NA,NA,2014
IGE0203,179,180,2009,Gadus morhua,fish,"Tromso, Norway",semicaptive,experimental,both,juv,2100,2038,2038,73,100,100,3,third dorsal at r3,morphology,no,1.77,no,0.32,NA,yes,yes,7,1.76,0.03,NA,NA,0,0,NA,NA,NA,NA,NA,6.73,NA,NA,0.22,NA,0.05,NA,15.59,2.31,"Table 1 for means, T5-7 for variances",MM,"V1=VARIANCE DUE TO COMMON REARING E
V2=variance of experimental tank
",FS,"check # sires and dams (it's different for the complete pedigree), as well as # of IDs in pedigree and ID w records","checked pedigree, include info on pedigree for this study, not for the complete",non_transf,NA,gaussian,NA,yes,Gadus morhua,Tromso_NOR,8,Revise,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6.73,1.77,NA,NA,NA,2014
IGE0203,180,181,2009,Gadus morhua,fish,"Tromso, Norway",semicaptive,experimental,both,juv,2100,1945,1945,73,100,100,3,caudal fin length at r1,morphology,no,2.34,no,0.2,NA,yes,yes,7,3.3,0,NA,NA,0,0.21,NA,NA,NA,NA,NA,3.38,NA,NA,NA,NA,0.002,NA,15.59,0.55,"Table 1 for means, T5-7 for variances",MM,"V1=VARIANCE DUE TO COMMON REARING E
V2=variance of experimental tank
",FS,"check # sires and dams (it's different for the complete pedigree), as well as # of IDs in pedigree and ID w records","checked pedigree, include info on pedigree for this study, not for the complete",non_transf,NA,gaussian,NA,yes,Gadus morhua,Tromso_NOR,8,Revise,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3.38,2.34,NA,NA,NA,2014
IGE0203,181,182,2009,Gadus morhua,fish,"Tromso, Norway",semicaptive,experimental,both,juv,2100,2010,2010,73,100,100,3,caudal fin length at r2,morphology,no,2.42,no,0.29,NA,yes,yes,7,3.36,0.001,NA,NA,0,0,NA,NA,NA,NA,NA,7.84,NA,NA,0.79,NA,0.004,NA,5.69,0.73,"Table 1 for means, T5-7 for variances",MM,"V1=VARIANCE DUE TO COMMON REARING E
V2=variance of experimental tank
",FS,"check # sires and dams (it's different for the complete pedigree), as well as # of IDs in pedigree and ID w records","checked pedigree, include info on pedigree for this study, not for the complete",non_transf,NA,gaussian,NA,yes,Gadus morhua,Tromso_NOR,8,Revise,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7.84,2.42,NA,NA,NA,2014
IGE0203,182,183,2009,Gadus morhua,fish,"Tromso, Norway",semicaptive,experimental,both,juv,2100,2038,2038,73,100,100,3,caudal fin length at r3,morphology,no,2.8,no,0.34,NA,yes,yes,7,4.29,0.013,NA,NA,0,0.15,NA,NA,NA,NA,NA,10.95,NA,NA,-0.21,NA,0.05,NA,10.95,0.7,"Table 1 for means, T5-7 for variances",MM,"V1=VARIANCE DUE TO COMMON REARING E
V2=variance of experimental tank
",FS,"check # sires and dams (it's different for the complete pedigree), as well as # of IDs in pedigree and ID w records","checked pedigree, include info on pedigree for this study, not for the complete",non_transf,NA,gaussian,NA,yes,Gadus morhua,Tromso_NOR,8,Revise,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10.95,2.8,NA,NA,NA,2014
IGE0203,183,184,2009,Gadus morhua,fish,"Tromso, Norway",semicaptive,experimental,both,juv,2100,2062,2062,73,100,100,3,first dorsal erosion,morphology,no,23.09,no,15.2,NA,yes,yes,7,176.95,0.07,NA,NA,0.88,20.9,NA,NA,NA,NA,NA,213.7,NA,NA,0.51,NA,1.79,NA,276,1.29,"Table 1 for means, T5-7 for variances",MM,"V1=VARIANCE DUE TO COMMON REARING E
V2=variance of experimental tank
",FS,"check # sires and dams (it's different for the complete pedigree), as well as # of IDs in pedigree and ID w records","checked pedigree, include info on pedigree for this study, not for the complete",non_transf,NA,gaussian,NA,yes,Gadus morhua,Tromso_NOR,8,Revise,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,213.7,23.09,NA,NA,NA,2014
IGE0203,184,185,2009,Gadus morhua,fish,"Tromso, Norway",semicaptive,experimental,both,juv,2100,2061,2061,73,100,100,3,second dorsal erosion,morphology,no,14.32,no,14.32,NA,yes,yes,7,16.44,0.19,NA,NA,0,20.26,NA,NA,NA,NA,NA,84.14,NA,NA,0.3,NA,0.54,NA,114.9,1.37,"Table 1 for means, T5-7 for variances",MM,"V1=VARIANCE DUE TO COMMON REARING E
V2=variance of experimental tank
",FS,"check # sires and dams (it's different for the complete pedigree), as well as # of IDs in pedigree and ID w records","checked pedigree, include info on pedigree for this study, not for the complete",non_transf,NA,gaussian,NA,yes,Gadus morhua,Tromso_NOR,8,Revise,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,84.14,14.32,NA,NA,NA,2014
IGE0203,185,186,2009,Gadus morhua,fish,"Tromso, Norway",semicaptive,experimental,both,juv,2100,2060,2060,73,100,100,3,third dorsal erosion,morphology,no,10.39,no,10.39,NA,yes,yes,7,0.09,0.03,NA,NA,0.71,6.05,NA,NA,NA,NA,NA,28.36,NA,NA,0.78,NA,0.04,NA,13.6,0.48,"Table 1 for means, T5-7 for variances",MM,"V1=VARIANCE DUE TO COMMON REARING E
V2=variance of experimental tank
",FS,"check # sires and dams (it's different for the complete pedigree), as well as # of IDs in pedigree and ID w records","checked pedigree, include info on pedigree for this study, not for the complete",non_transf,NA,gaussian,NA,yes,Gadus morhua,Tromso_NOR,8,Revise,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,28.36,10.39,NA,NA,NA,2014
IGE0203,186,187,2009,Gadus morhua,fish,"Tromso, Norway",semicaptive,experimental,both,juv,2100,2060,2060,73,100,100,3,caudal erosion,morphology,no,13.34,no,13.34,NA,yes,yes,7,3.54,0.05,NA,NA,4.71,8.1,NA,NA,NA,NA,NA,64.3,NA,NA,0.21,NA,0.09,NA,28.02,0.43,"Table 1 for means, T5-7 for variances",MM,"V1=VARIANCE DUE TO COMMON REARING E
V2=variance of experimental tank
",FS,"check # sires and dams (it's different for the complete pedigree), as well as # of IDs in pedigree and ID w records","checked pedigree, include info on pedigree for this study, not for the complete",non_transf,NA,gaussian,NA,yes,Gadus morhua,Tromso_NOR,8,Revise,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,64.3,13.34,NA,NA,NA,2014
IGE0242,32,32,1972-1979,Bos taurus,mammals,NA,captive,experimental,M,both,3649,1876,1876,NA,NA,NA,NA,average daily gain (ADG) period 1,development,no,100.125,no,NA,NA,no,yes,27.5,47.85,2.23,NA,NA,0.02,NA,NA,NA,NA,NA,732.32,NA,NA,NA,NA,NA,7.17,NA,NA,NA,Table 3,AST,"Hereford bulls used; group size reported as a range between 25 and 30, so an approximate mean calculated for our purposes ((25+30)/2); age set to both because it is unclear at what age would bulls be considered adults, but the period studied seemingly cover both stages from juveniles to adult; Trait mean approximated as the mean of the yearly means provided in Table 1; data extracted from Table 3 because Table 7 did not include the covariance; V other 1 = pen id; estimates for BW as response not extracted because no competition effects could exist and the authors just ran it as a robustness test",MM,"MM: to consider, given that you calculate by hand the trait mean, it also would be possible to calculate the SD, right?",NA,non_transf,NA,gaussian,NA,NA,Bos taurus,AnimalResearch_US,9,Accept,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,100.125,NA,NA,NA,2007
IGE0242,33,33,1972-1979,Bos taurus,mammals,NA,captive,experimental,M,both,3649,1874,1874,NA,NA,NA,NA,average daily gain (ADG) period 2,development,no,105.25,no,NA,NA,no,yes,27.5,35.39,0.06,NA,NA,31.77,NA,NA,NA,NA,NA,255.96,NA,NA,NA,NA,NA,1.43,NA,NA,NA,Table 3,AST,"Hereford bulls used; group size reported as a range between 25 and 30, so an approximate mean calculated for our purposes ((25+30)/2); age set to both because it is unclear at what age would bulls be considered adults, but the period studied seemingly cover both stages from juveniles to adult; Trait mean approximated as the mean of the yearly means provided in Table 1; data extracted from Table 3 because Table 7 did not include the covariance; V other 1 = pen id; estimates for BW as response not extracted because no competition effects could exist and the authors just ran it as a robustness test",MM,"MM: to consider, given that you calculate by hand the trait mean, it also would be possible to calculate the SD, right?",NA,non_transf,NA,gaussian,NA,NA,Bos taurus,AnimalResearch_US,9,Accept,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,105.25,NA,NA,NA,2007
IGE0242,34,34,1972-1979,Bos taurus,mammals,NA,captive,experimental,M,both,3649,1867,1867,NA,NA,NA,NA,average daily gain (ADG) period 3,development,no,106.5,no,NA,NA,no,yes,27.5,39.98,0.12,NA,NA,13.26,NA,NA,NA,NA,NA,152.84,NA,NA,NA,NA,NA,1.25,NA,NA,NA,Table 3,AST,"Hereford bulls used; group size reported as a range between 25 and 30, so an approximate mean calculated for our purposes ((25+30)/2); age set to both because it is unclear at what age would bulls be considered adults, but the period studied seemingly cover both stages from juveniles to adult; Trait mean approximated as the mean of the yearly means provided in Table 1; data extracted from Table 3 because Table 7 did not include the covariance; estimates for BW as response not extracted because no competition effects could exist and the authors just ran it as a robustness test",MM,"MM: to consider, given that you calculate by hand the trait mean, it also would be possible to calculate the SD, right?",NA,non_transf,NA,gaussian,NA,NA,Bos taurus,AnimalResearch_US,9,Accept,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,106.5,NA,NA,NA,2007
IGE0242,35,35,1972-1979,Bos taurus,mammals,NA,captive,experimental,M,both,3649,1866,1866,NA,NA,NA,NA,average daily gain (ADG) period 4,development,no,108.125,no,NA,NA,no,yes,27.5,43.74,0.05,NA,NA,8.39,NA,NA,NA,NA,NA,120.6,NA,NA,NA,NA,NA,0.1,NA,NA,NA,Table 3,AST,"Hereford bulls used; group size reported as a range between 25 and 30, so an approximate mean calculated for our purposes ((25+30)/2); age set to both because it is unclear at what age would bulls be considered adults, but the period studied seemingly cover both stages from juveniles to adult; Trait mean approximated as the mean of the yearly means provided in Table 1; data extracted from Table 3 because Table 7 did not include the covariance; V other 1 = pen id; estimates for BW as response not extracted because no competition effects could exist and the authors just ran it as a robustness test",MM,"MM: to consider, given that you calculate by hand the trait mean, it also would be possible to calculate the SD, right?",NA,non_transf,NA,gaussian,NA,NA,Bos taurus,AnimalResearch_US,9,Accept,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,108.125,NA,NA,NA,2007
IGE0242,36,36,1972-1979,Bos taurus,mammals,NA,captive,experimental,M,both,3649,1864,1864,NA,NA,NA,NA,average daily gain (ADG) period 5,development,no,108.625,no,NA,NA,no,yes,27.5,47.66,0.08,NA,NA,4.13,NA,NA,NA,NA,NA,106.54,NA,NA,NA,NA,NA,0.77,NA,NA,NA,Table 3,AST,"Hereford bulls used; group size reported as a range between 25 and 30, so an approximate mean calculated for our purposes ((25+30)/2); age set to both because it is unclear at what age would bulls be considered adults, but the period studied seemingly cover both stages from juveniles to adult; Trait mean approximated as the mean of the yearly means provided in Table 1; data extracted from Table 3 because Table 7 did not include the covariance; V other 1 = pen id; estimates for BW as response not extracted because no competition effects could exist and the authors just ran it as a robustness test",MM,"MM: to consider, given that you calculate by hand the trait mean, it also would be possible to calculate the SD, right?",NA,non_transf,NA,gaussian,NA,NA,Bos taurus,AnimalResearch_US,9,Accept,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,108.625,NA,NA,NA,2007
IGE0242,37,37,1972-1979,Bos taurus,mammals,NA,captive,experimental,M,both,3649,1863,1863,NA,NA,NA,NA,average daily gain (ADG) period 6,development,no,108.375,no,NA,NA,no,yes,27.5,42.02,0.08,NA,NA,3.69,NA,NA,NA,NA,NA,94.8,NA,NA,NA,NA,NA,0.67,NA,NA,NA,Table 3,AST,"Hereford bulls used; group size reported as a range between 25 and 30, so an approximate mean calculated for our purposes ((25+30)/2); age set to both because it is unclear at what age would bulls be considered adults, but the period studied seemingly cover both stages from juveniles to adult; Trait mean approximated as the mean of the yearly means provided in Table 1; data extracted from Table 3 because Table 7 did not include the covariance; V other 1 = pen id; estimates for BW as response not extracted because no competition effects could exist and the authors just ran it as a robustness test",MM,"MM: to consider, given that you calculate by hand the trait mean, it also would be possible to calculate the SD, right?",NA,non_transf,NA,gaussian,NA,NA,Bos taurus,AnimalResearch_US,9,Accept,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,108.375,NA,NA,NA,2007
IGE0242,38,38,1972-1974 and 1976-1979,Bos taurus,mammals,NA,captive,experimental,M,both,3649,1634,1634,NA,NA,NA,NA,average daily gain (ADG) period 7,development,no,106,no,NA,NA,no,yes,27.5,41.98,0.14,NA,NA,7.85,NA,NA,NA,NA,NA,92.35,NA,NA,NA,NA,NA,1.63,NA,NA,NA,Table 3,AST,"Hereford bulls used; group size reported as a range between 25 and 30, so an approximate mean calculated for our purposes ((25+30)/2); age set to both because it is unclear at what age would bulls be considered adults, but the period studied seemingly cover both stages from juveniles to adult; Trait mean approximated as the mean of the yearly means provided in Table 1; V other 1 = pen id; estimates for BW as response not extracted because no competition effects could exist and the authors just ran it as a robustness test",MM,"MM: to consider, given that you calculate by hand the trait mean, it also would be possible to calculate the SD, right?",NA,non_transf,NA,gaussian,NA,NA,Bos taurus,AnimalResearch_US,9,Accept,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,106,NA,NA,NA,2007
IGE0242,39,39,1972 and 1974 and 1978-1979,Bos taurus,mammals,NA,captive,experimental,M,both,3649,946,946,NA,NA,NA,NA,average daily gain (ADG) period 8,development,no,100.5,no,NA,NA,no,yes,27.5,27.13,0.04,NA,NA,3.8,NA,NA,NA,NA,NA,92.89,NA,NA,NA,NA,NA,1.02,NA,NA,NA,Table 3,AST,"Hereford bulls used; group size reported as a range between 25 and 30, so an approximate mean calculated for our purposes ((25+30)/2); age set to both because it is unclear at what age would bulls be considered adults, but the period studied seemingly cover both stages from juveniles to adult; Trait mean approximated as the mean of the yearly means provided in Table 1; V other 1 = pen id; estimates for BW as response not extracted because no competition effects could exist and the authors just ran it as a robustness test",MM,"MM: to consider, given that you calculate by hand the trait mean, it also would be possible to calculate the SD, right?",NA,non_transf,NA,gaussian,NA,NA,Bos taurus,AnimalResearch_US,9,Accept,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,100.5,NA,NA,NA,2007
IGE0243,118,119,1999-2005,Sus scrofa,mammals,University of Nebraska Agricultural Research Development Center Swine Research Farm,captive,experimental,both,ad,61151,3524,3524,NA,NA,NA,25,final body weight (BW),morphology,no,93.43,no,12.09,NA,no,yes,10,45.7,0.1,NA,0,4.5,8.2,NA,NA,NA,NA,55,117.7,0.388,0,0.07,NA,0.2,NA,55.7,NA,Table 1 (model 1),FS,"age not specified by authors, looked online what is considered adult; says lines have been developed for 25 yrs but not clear whether that can be used for depth of pedigree; chosen model is the most complete (to have all estimates) but not the best; V other 1 is litter mates (could this be also considered permanent environment?); they also provide ige/vp = 0.001",DF,"Depth of ped  = 25. They give variance attributed to pen effects but I don't think we should use this as focal VPE, instead it should be v other 1 and make litter var V other 2.","added h2_social, added pedigree depth, updated v other 1 and v other 2, VPE to NA",non_transf,NA,gaussian,NA,yes,Sus scrofa,AgriculturalResearch_US,10,Revise,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,117.7,93.43,NA,NA,NA,2010
