"Paper_id","Record_id","Year","Species_name","Taxon","Population","Population_type","Study_type","Sex","Age","N_id_pedigree","N_records","N_id_w_records","N_sires","N_dams","N_families","Depth_of_ped","Trait_name","Trait_category","Mean_standardized","Trait_mean","Variance_standardized","Trait_sd","Treatment_group","Fixed_eff_of_partner_trait","Other_fixed_eff","Mean_group_size","Va","V_ige","Vpe_foc","Vpe_soc","V_other_1","V_other_2","V_other_3","V_other_4","V_other_5","V_other_6","V_residual","Total_v_phen","H2","Social_h2","R_a_ige","R_pe_pe_soc","Cov_a_ige","Cov_pe_pe_soc","V_tbv","T2","Data_location","Screener_id","Notes","Second_screener_id","Second_screener_notes","Changes_after_second_screening","Data_transf","Trait_mean_transf","Trait_error_distrib","Estimates_scale_nongauss","Vp_group_formula","Species_name.2","Population2","Group_id","Second_screener_original_decision","Total_v_phen2","Trait_mean2","Reported_values_flag","Excluded_after_control","social_h2","Year_of_Publication","Total_v_phen_calc","Total_v_phen3","Social_h2_calc","Social_h2_2","H2_calc","H2_2","Social_h2_2_Zr","VZr","Social_h2_Zr","H2_2_Zr","I_a","I_ige","V_tbv_calc","V_ige_2","V_tbv_calc_2","V_tbv_2","T2_calc","T2_2","RDSUR","T2_new","R_a_ige_calc","R_a_ige_2","R_a_ige_2_Zr","Species_name.2.phylo"
"IGE0507","191",NA,"Gallus gallus","birds","Institut de Selection Animale B.V., the layer breeding division of Hendrix Genetics","captive","experimental","F","ad",7668,7668,7668,50,705,NA,NA,"survival time","survival","no",NA,"no",NA,"W1 · WB","no","yes",NA,536,536,NA,NA,1984,NA,NA,NA,NA,NA,11732,15860,NA,NA,-0.37,NA,-197,NA,NA,0.26,"Table 3","MM","v1=cage variance
","FS","some # of dams, sires, and tot individual is provided in text, see if that can be used?; I didn't find partner fixed effects in the methods","changed social fixed effect to no","non_transf",NA,"gaussian",NA,NA,"Gallus gallus","HendrixGenetics_NL","40","Revise",15860,NA,NA,NA,NA,2012,NA,15860,0.0337957124842371,0.0337957124842371,0.0337957124842371,0.0337957124842371,0.034,0.000130463144161774,NA,0.034,NA,NA,NA,536,NA,NA,NA,0.26,NA,NA,-0.367537313432836,-0.37,-0.388,"Gallus gallus"
"IGE0507","192",NA,"Gallus gallus","birds","Institut de Selection Animale B.V., the layer breeding division of Hendrix Genetics","captive","experimental","F","ad",7344,7344,7344,50,705,NA,NA,"survival time","survival","no",NA,"no",NA,"WB · W1","no","yes",NA,997,767,NA,NA,2379,NA,NA,NA,NA,NA,15655,21332,NA,NA,-0.83,NA,-726,NA,NA,0.17,"Table 3","MM","v1=cage variance
","FS","some # of dams, sires, and tot individual is provided in text, see if that can be used?; I didn't find partner fixed effects in the methods","changed social fixed effect to no","non_transf",NA,"gaussian",NA,NA,"Gallus gallus","HendrixGenetics_NL","41","Revise",21332,NA,NA,NA,NA,2012,NA,21332,0.0359553722107632,0.0359553722107632,0.0467372960810051,0.0467372960810051,0.036,0.000136221223266585,NA,0.047,NA,NA,NA,767,NA,NA,NA,0.17,NA,NA,-0.830216498332897,-0.83,-1.188,"Gallus gallus"
"IGE0507","193",NA,"Gallus gallus","birds","Institut de Selection Animale B.V., the layer breeding division of Hendrix Genetics","captive","experimental","F","ad",6276,6276,6276,NA,NA,NA,NA,"survival time","survival","no",NA,"no",NA,"pure bred W1","no","yes",NA,656,100,NA,NA,803,NA,NA,NA,NA,NA,7976,9735,NA,NA,0.2,NA,51,NA,NA,0.19,"Table 4","MM","v1=cage variance, data used already in Ellen et al 2008

","FS","some # of dams, sires, and tot individual is provided in text, see if that can be used?; I didn't find partner fixed effects in the methods","changed social fixed effect to no","non_transf",NA,"gaussian",NA,NA,"Gallus gallus","HendrixGenetics_NL","38","Revise",9735,NA,NA,NA,NA,2012,NA,9735,0.0102722136620442,0.0102722136620442,0.0673857216230098,0.0673857216230098,0.01,0.000159413358839471,NA,0.067,NA,NA,NA,100,NA,NA,NA,0.19,NA,NA,0.199121546407973,0.2,0.203,"Gallus gallus"
"IGE0507","194",NA,"Gallus gallus","birds","Institut de Selection Animale B.V., the layer breeding division of Hendrix Genetics","captive","experimental","F","ad",6916,6916,6916,NA,NA,NA,NA,"survival time","survival","no",NA,"no",NA,"pure bred WB","no","yes",NA,1400,228,NA,NA,1200,NA,NA,NA,NA,NA,12686,15971,NA,NA,-0.28,NA,-161,NA,NA,0.16,"Table 4","MM","v1=cage variance, data used already in Ellen et al 2008

","FS","some # of dams, sires, and tot individual is provided in text, see if that can be used?; I didn't find partner fixed effects in the methods","changed social fixed effect to no","non_transf",NA,"gaussian",NA,NA,"Gallus gallus","HendrixGenetics_NL","39","Revise",15971,NA,NA,NA,NA,2012,NA,15971,0.0142758750234801,0.0142758750234801,0.0876588817231232,0.0876588817231232,0.014,0.000144654997830175,NA,0.088,NA,NA,NA,228,NA,NA,NA,0.16,NA,NA,-0.284966910975427,-0.28,-0.288,"Gallus gallus"
"IGE0509","8","1958-2004","Larus novaehollandiae scopulinus","birds","Kaikoura Peninsula, New Zealand","wild","observational","F","ad",16518,11991,3628,3316,3540,NA,7,"laying date","reproduction","no",306.2,"no",NA,NA,"yes","yes",2,0.86,34.26,31.51,7.017,50.41,NA,NA,NA,NA,NA,128.7,252.4,NA,NA,0.607,NA,NA,NA,NA,NA,"Table 1; Text pg 940","AST","V other 1 = year. Data extraction discussed among all four reviewers","FS",NA,NA,"non_transf",NA,"gaussian",NA,"yes","Chroicocephalus scopulinus","Kaikoura_NZ","42","Accept",252.4,306.2,NA,NA,NA,2010,NA,252.4,0.135736925515055,0.135736925515055,0.00340729001584786,0.00340729001584786,0.137,0.000275862068965517,NA,0.003,9.17250756305246e-06,0.000365407103616485,NA,34.26,NA,NA,NA,NA,NA,NA,NA,0.607,0.704,"Chroicocephalus scopulinus"
"IGE0515","1","2013-2014","Gryllus bimaculatus","arthropods","Capalbio, Italy","semicaptive","experimental","M","ad",NA,1195,455,50,100,68,4,"aggression","behaviour","yes",0,"yes",NA,NA,"no","yes",2,0.05,0.03,0.12,0.08,NA,NA,NA,NA,NA,NA,0.71,1,NA,NA,-0.87,0.01,NA,NA,0.016,0.016,"Table 1 (model 7); results pg 2","FS",NA,"FS","h2 and h2social are equal to VDGE and VIGE; h2 in model without accounting for IGEs is 0.051","h2 set to NA as it was from a model without IGEs","non_transf",NA,"gaussian",NA,NA,"Gryllus bimaculatus","Capalbio_IT","43","Revise",1,0,NA,NA,NA,2017,NA,1,0.03,0.03,0.05,0.05,0.03,0.00221238938053097,NA,0.05,NA,NA,NA,0.03,NA,0.016,0.016,0.016,NA,NA,NA,-0.87,-1.333,"Gryllus bimaculatus"
"IGE0537","124","2012-2014","Oryctolagus cuniculus","mammals","IRTA, Spain","captive","experimental","both","ad",7701,3132,3132,NA,NA,NA,5,"average daily gain (ADG)","development","no",35.65,"yes",NA,"restricted feeding (R)","no","yes",8,0.033,0.0017,0.01,NA,0.025,0.066,NA,NA,NA,NA,NA,170.6174,0.033,0.0017,-0.505,NA,NA,NA,NA,0.064,"Table 5","FS","trait is measured after weaning so I considered them adults (not sure); there are 2x2 treatments but they are fitted as fixed effects and so there is only one model; mean is provided for the different categories: """"The overall means for ADG were equal
to 51.9 and 36.9 g/day for BS kits on F and R, respectively,
and 49.6 and 34.4 g/day for SS kits on F and R, respectively""""; V other 1 is group and V other 2 is litter; authors do not provide varTBV but TBV: 3.601","MM","MM: 1) same dataset as IGE0572?, 2) I agree with categorizing it as adult, 3) why don't include both treatments? Now you chose data from food-restricted only.  In text and table 5 they provide trait means, and DGE, IGE for both treatments separately ","updated sample sizes and trait mean, adeed h2_social","non_transf",NA,"gaussian",NA,NA,"Oryctolagus cuniculus","Irta_ESP","47","Revise",1,35.65,NA,NA,NA,2017,1,1,0.0017,0.0017,0.033,0.033,0.002,0.000319590923617769,0.002,0.033,NA,NA,NA,0.0017,NA,NA,NA,0.064,NA,NA,NA,-0.505,-0.556,"Oryctolagus cuniculus"
"IGE0537","125","2012-2014","Oryctolagus cuniculus","mammals","IRTA, Spain","captive","experimental","both","ad",7701,3132,3132,NA,NA,NA,5,"average daily gain (ADG)","development","no",50.75,"yes",NA,"full feeding (F)","no","yes",8,0.082,3e-04,0.008,NA,0.023,0.071,NA,NA,NA,NA,NA,123.8874,0.082,3e-04,-0.03,NA,NA,NA,NA,0.095,"Table 5","FS",NA,"MM","MM: 1) same dataset as IGE0572?, 2) I agree with categorizing it as adult, 3) why don't include both treatments? Now you chose data from food-restricted only.  In text and table 5 they provide trait means, and DGE, IGE for both treatments separately ","whole row of record added","non_transf",NA,"gaussian",NA,NA,"Oryctolagus cuniculus","Irta_ESP","46","Revise",1,50.75,NA,NA,NA,2017,1,1,3e-04,3e-04,0.082,0.082,0,0.000319590923617769,0,0.082,NA,NA,NA,3e-04,NA,NA,NA,0.095,NA,NA,NA,-0.03,-0.03,"Oryctolagus cuniculus"
"IGE0572","66","2012-2014","Oryctolagus cuniculus","mammals","IRTA, Spain","captive","experimental","both","juv",7701,2687,2687,NA,NA,1106,NA,"Average daily gain week 1","development","no",26.51,"no",10.25,NA,"no","yes",8,7.8753,0.3939,NA,NA,8.6388,23.0578,5.6029,NA,NA,NA,NA,47.3456,0.1663,0.0083,NA,NA,-1.4437,NA,NA,0.1471,"Figs. 1-4, Tables 1 & 2","DF","V other 1 is litter, V other 2 is """"pseudo-environmental variance"""", V other 3 is group. They did not include residual variance due to the pseudo-enviomental variance, so perhaps that effectively is the residual variance? In additional file 2 they give values for the direct-indirect covariances that they used in a simuation. These were """"close to those obtained with the SAD model in the data analysis step"""". No idea what """"close"""" means, but since it indicates they are not the true values, I haven't used them.
Indirect heritability is 0.44.","MM","MM: to consider, there is info on h2 male. Post-2nd revision note: this paper uses potenitally the same data than IGE0537
","Added note about male h2. Added value for social heritability","non_transf",NA,"gaussian",NA,"yes","Oryctolagus cuniculus","Irta_ESP","48","Accept",47.3456,26.51,NA,NA,0.0083,2018,47.3559831629585,47.3456,0.00831967490115238,0.0083,0.166336470548478,0.1663,0.008,0.0003725782414307,0.008,0.168,0.0112059234460395,0.00056048826652889,6.9646,0.3939,6.9646,6.9646,0.147101314588895,0.1471,-2.2306,-0.0471131425095468,-0.819691464399591,-0.819691464399591,-1.156,"Oryctolagus cuniculus"
"IGE0572","67","2012-2014","Oryctolagus cuniculus","mammals","IRTA, Spain","captive","experimental","both","juv",7701,2624,2624,NA,NA,1106,NA,"Average daily gain week 2","development","no",37.54,"no",11.49,NA,"no","yes",8,12.9368,0.236,NA,NA,5.8548,28.1216,7.4531,NA,NA,NA,NA,54.2079,0.2387,4e-04,NA,NA,-1.5163,NA,NA,0.0604,"Figs. 1-4, Tables 1 & 2","DF","V other 1 is litter, V other 2 is """"pseudo-environmental variance"""", V other 3 is group. They did not include residual variance due to the pseudo-enviomental variance, so perhaps that effectively is the residual variance? In additional file 2 they give values for the direct-indirect covariances that they used in a simuation. These were """"close to those obtained with the SAD model in the data analysis step"""". No idea what """"close"""" means, but since it indicates they are not the true values, I haven't used them.
Indirect heritability is 0.23
","MM","MM: to consider, there is info on h2 male
","Added note about male h2. Added value for social heritability","non_transf",NA,"gaussian",NA,"yes","Oryctolagus cuniculus","Irta_ESP","48","Accept",54.2079,37.54,NA,NA,4e-04,2018,54.1968998743192,54.2079,0.00435360897581349,4e-04,0.23865156185722,0.2387,0,0.000381533765738268,0,0.243,0.00917990797384938,0.000167464773501055,3.2726,0.236,3.2726,3.2726,0.0603712742976577,0.0604,2.3227,0.0428479981700084,-0.867792118485369,-0.867792118485369,-1.324,"Oryctolagus cuniculus"
"IGE0572","68","2012-2014","Oryctolagus cuniculus","mammals","IRTA, Spain","captive","experimental","both","juv",7701,2280,2280,NA,NA,1106,NA,"Average daily gain week 3","development","no",42.02,"no",11.1,NA,"no","yes",8,13.3603,0.2034,NA,NA,4.3509,34.3635,9.5971,NA,NA,NA,NA,61.106,0.2186,0.0033,NA,NA,-1.543,NA,NA,0.0282,"Figs. 1-4, Tables 1 & 2","DF","V other 1 is litter, V other 2 is """"pseudo-environmental variance"""", V other 3 is group. They did not include residual variance due to the pseudo-enviomental variance, so perhaps that effectively is the residual variance? In additional file 2 they give values for the direct-indirect covariances that they used in a simuation. These were """"close to those obtained with the SAD model in the data analysis step"""". No idea what """"close"""" means, but since it indicates they are not the true values, I haven't used them.
Indirect heritability is 0.22
","MM","MM: 1) trait SD = 11.1, 2)  to consider, there is info on h2 male
","Changed Trait SD to 11.10. Added note about male h2. Added value for social heritability","non_transf",NA,"gaussian",NA,"yes","Oryctolagus cuniculus","Irta_ESP","48","Revise",61.106,42.02,NA,NA,0.0033,2018,61.1175663311985,61.106,0.00332864203187903,0.0033,0.218641377278827,0.2186,0.003,0.00043917435221783,0.003,0.222,0.00756665815625523,0.000115196385484032,1.7249,0.2034,1.7249,1.7249,0.0282279972506791,0.0282,2.5593,0.0418829574837168,-0.936014004626909,-0.936014004626909,-1.705,"Oryctolagus cuniculus"
"IGE0572","69","2012-2014","Oryctolagus cuniculus","mammals","IRTA, Spain","captive","experimental","both","juv",7701,1944,1944,NA,NA,1106,NA,"Average daily gain week 4","development","no",40.11,"no",13.27,NA,"no","yes",8,10.045,0.1899,NA,NA,3.708,42.4814,12.3518,NA,NA,NA,NA,68.4242,0.1468,0.0028,NA,NA,-1.2356,NA,NA,0.03,"Figs. 1-4, Tables 1 & 2","DF","V other 1 is litter, V other 2 is """"pseudo-environmental variance"""", V other 3 is group. They did not include residual variance due to the pseudo-enviomental variance, so perhaps that effectively is the residual variance? In additional file 2 they give values for the direct-indirect covariances that they used in a simuation. These were """"close to those obtained with the SAD model in the data analysis step"""". No idea what """"close"""" means, but since it indicates they are not the true values, I haven't used them.
Indirect heritability is 0.15","MM","MM: to consider, there is info on h2 male
","Added note about male h2. Added value for social heritability","non_transf",NA,"gaussian",NA,"yes","Oryctolagus cuniculus","Irta_ESP","48","Accept",68.4242,40.11,NA,NA,0.0028,2018,68.4264305177112,68.4242,0.00277533387310338,0.0028,0.146804785441408,0.1468,0.003,0.000515198351365276,0.003,0.148,0.00624373722698878,0.000118037401633168,2.0517,0.1899,2.0517,2.0517,0.0299850053051406,0.03,1.3958,0.0203992154822417,-0.894623798013222,-0.894623798013222,-1.445,"Oryctolagus cuniculus"
"IGE0572","70","2012-2014","Oryctolagus cuniculus","mammals","IRTA, Spain","captive","experimental","both","juv",7701,1720,1720,NA,NA,1106,NA,"Average daily gain week 5","development","no",41.2,"no",10.9,NA,"no","yes",8,5.788,0.229,NA,NA,3.7664,52.6743,15.9109,NA,NA,NA,NA,79.3523,0.0729,0.0029,NA,NA,-0.8612,NA,NA,0.0624,"Figs. 1-4, Tables 1 & 2","DF","V other 1 is litter, V other 2 is """"pseudo-environmental variance"""", V other 3 is group. They did not include residual variance due to the pseudo-enviomental variance, so perhaps that effectively is the residual variance? In additional file 2 they give values for the direct-indirect covariances that they used in a simuation. These were """"close to those obtained with the SAD model in the data analysis step"""". No idea what """"close"""" means, but since it indicates they are not the true values, I haven't used them.
Indirect heritability is 0.08","MM","MM: to consider, there is info on h2 male
","Added note about male h2. Added value for social heritability","non_transf",NA,"gaussian",NA,"yes","Oryctolagus cuniculus","Irta_ESP","48","Accept",79.3523,41.2,NA,NA,0.0029,2018,79.3964334705075,79.3523,0.00288586468193108,0.0029,0.0729405448865376,0.0729,0.003,0.0005824111822947,0.003,0.073,0.00340984070129136,0.000134909039494769,4.9522,0.229,4.9522,4.9522,0.0624077688989481,0.0624,-0.240399999999999,-0.00302952781456869,-0.748035172419017,-0.748035172419017,-0.968,"Oryctolagus cuniculus"
"IGE0598","59","2001-2007","Sus scrofa","mammals","Institute of Pig Genetics, Netherlands","captive","experimental","both","juv",17053,15602,15602,435,542,NA,5,"average daily gain","development","no",251,"yes",61.18,NA,"no","yes",10.8,0.071,7e-04,0.035,NA,0.058,0.053,0.089,NA,NA,NA,2286,3340,0.071,7e-04,-0.27,NA,NA,NA,0.147,0.147,"Table 4","DF","Table 4 gives lots of things after dividing by VP, so have multiplied by VP and given that value in the cell. V1 other is maternal genetic, V2 other is litter effect, V3 other is group (foster mum) effect. 49645 animals in pedigree, but 17053 piglets in actual dataset analysed.","MM","MM: we need to take into account to some of us didn't do the calculations with the info available at the paper.

","Added value for social heritability. Now updated all variance components to give what they reported in Table 4, and changed """"Variance standardised"""" to Y. Have left trait SD, residual variance, and phenotypic variance as they were, which menas that VA/VP would be tiny. But seems consistent with what we discussed","non_transf",NA,"gaussian",NA,"yes","Sus scrofa","PigGenetics_NL","49","Accept",1,251,NA,NA,NA,2010,1,1,7e-04,7e-04,0.071,0.071,0.001,6.41066735047118e-05,0.001,0.071,NA,NA,NA,7e-04,NA,0.147,0.147,0.147,NA,NA,NA,-0.27,-0.277,"Sus scrofa"
"IGE0640","97",NA,"Gallus gallus","birds","Hendrix genetics","captive","experimental","F","ad",3681,917,917,25,454,NA,5,"Feather condition score","behaviour","no",13.83,"no",3.55,"non-beak-trimmed","no","yes",5,1.46,0.36,NA,NA,6.14,NA,NA,NA,NA,NA,2.34,11.39,NA,NA,-0.41,NA,-0.3,NA,4.84,0.42,"Table 3","DF","V other 1 is cage. They say 908 dams in total across the 2 group, I assumed since the sires were split evenly the dams were too but that is not stated.","FS","trait type I would say FCS is more related to behaviour, or under """"other""""; # id in a pedigree should be higher (the one reported is just the number of offspring, so it's conservative?; # records should be same as # individuals, even those that die after 53 week were measured at 53 weeks; ok for the decision on #dams; AST comment: population should be Hendrix Genetics so that there is consistency throughout the dataset","Changed trait category to """"behaviour"""". Changed #ID in pedigree to 3681, which is #offspring +#sires + #dams. Changed #records to 917. Changed Population to """"Hendrix genetics"""". Added """"NA"""" for social heritability","non_transf",NA,"gaussian",NA,"yes","Gallus gallus","HendrixGenetics_NL","51","Revise",11.39,13.83,NA,NA,NA,2014,NA,11.39,0.0316066725197542,0.0316066725197542,0.128182616330114,0.128182616330114,0.032,0.00109409190371991,NA,0.129,0.00763323258511969,0.00188216693879664,4.82,0.36,4.82,4.84,0.424934152765584,0.42,0.26,0.0228270412642669,-0.413802944301184,-0.41,-0.436,"Gallus gallus"
"IGE0640","98",NA,"Gallus gallus","birds","Hendrix genetics","captive","experimental","F","ad",3681,1524,1524,25,454,NA,5,"Feather condition score","behaviour","no",10.25,"no",3.81,"beak-trimmed","no","yes",5,1.99,0.07,NA,NA,6.5,NA,NA,NA,NA,NA,3.44,12.22,NA,NA,0.63,NA,0.24,NA,5.03,0.41,"Table 3","DF","V other 1 is cage. They say 908 dams in total across the 2 group, I assumed since the sires were split evenly the dams were too but that is not stated.","FS","trait type I would say FCS is more related to behaviour, or under """"other""""; # id in a pedigree should be higher (the one reported is just the number of offspring, so it's conservative?; # records should be same as # individuals, even those that die after 53 week were measured at 53 weeks; ok for the decision on #dams; AST comment: population should be Hendrix Genetics so that there is consistency throughout the dataset","Changed trait category to """"behaviour"""". Changed #ID in pedigree to 3681, which is #offspring +#sires + #dams. Changed number of records to 1524. Changed Population to """"Hendrix genetics"""". Added """"NA"""" for social heritability","non_transf",NA,"gaussian",NA,"yes","Gallus gallus","HendrixGenetics_NL","50","Revise",12.22,10.25,NA,NA,NA,2014,NA,12.22,0.00572831423895254,0.00572831423895254,0.162847790507365,0.162847790507365,0.006,0.000657462195923734,NA,0.164,0.0189411064842356,0.00066627007733492,5.03,0.07,5.03,5.03,0.411620294599018,0.41,2.95,0.241407528641571,0.643036586585092,0.63,0.741,"Gallus gallus"
"IGE0654","72",NA,"Gallus gallus","birds","Hendrix Genetics","captive","experimental","F","ad",3800,3800,3800,36,287,NA,5,"survival days","survival","no",454,"no",122,NA,"no","yes",4,960,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,13725,NA,NA,NA,NA,99,NA,2742,0.2,"Table 2","DF","They report a residual correlation of 0.09 but I haven't included that in the r PE-PE(S) column as it includes covariance due to shared cage effects I think not just non-genetic interactions among cage mates.","AST",NA,"Added """"NA"""" for social heritability","non_transf",NA,"gaussian",NA,"yes","Gallus gallus","HendrixGenetics_NL","52","Accept",13725,454,NA,NA,NA,2007,NA,13725,0.00961748633879781,0.00961748633879781,0.0699453551912568,0.0699453551912568,0.01,0.000263365815117198,NA,0.07,0.00465757146461216,0.000640416076384172,2742,132,2742,2742,0.199781420765027,0.2,1257,0.0915846994535519,0.278107443266087,0.278107443266087,0.286,"Gallus gallus"
"IGE0746","150",NA,"Gallus gallus","birds","Institut de Selection Animale B.V., Hendrix Genetics","captive","experimental","F","ad",NA,5363,5363,36,288,NA,1,"neck feather condition score","behaviour","no",1.38,"no",NA,"line W1","no","yes",4,0.135,0.061,NA,NA,0.087,NA,NA,NA,NA,NA,NA,0.306,0.059,NA,0.16,NA,NA,NA,0.244,0.195,"Table 3 & S2","FS","Study uses data from the experiment that  described
in Ellen et al. [25], but   FCS were used instead
of survival time data (so the trait is different); # dams is approximate (8 dams used on average per sire); means are reported split by fixed effects levels in table 1, otherwise grouped need to be extracted from figure 1; model chosen was the univariate one according to our criteria of complete but simpler; V other 1 is cage effects; study also reports in Table 4 the contribution of direct and indirect genetic effects
to total heritable variation
","AST","population should be Hendrix Genetics to ensure consistency throughout","mean and SD set to NA","non_transf",NA,"gaussian",NA,"yes","Gallus gallus","HendrixGenetics_NL","54","Accept",0.306,1.38,NA,NA,NA,2014,2.28813559322034,0.306,0.199346405228758,0.199346405228758,0.441176470588235,0.059,0.202,0.000186567164179104,NA,0.059,0.0708884688090737,0.0320310859063222,NA,0.061,NA,0.244,0.797385620915033,0.195,NA,NA,NA,0.16,0.161,"Gallus gallus"
"IGE0746","151",NA,"Gallus gallus","birds","Institut de Selection Animale B.V., Hendrix Genetics","captive","experimental","F","ad",NA,5363,5363,36,288,NA,1,"back feather condition score","behaviour","no",1.15,"no",NA,"line W1","no","yes",4,0.118,0.055,NA,NA,0.026,NA,NA,NA,NA,NA,NA,0.185,0.074,NA,0.16,NA,NA,NA,0.218,0.257,"Table 3 & S2","FS","Study uses data from the experiment that  described
in Ellen et al. [25], but   FCS were used instead
of survival time data (so the trait is different); # dams is approximate (8 dams used on average per sire); means are reported split by fixed effects levels in table 1, otherwise grouped need to be extracted from figure 1; model chosen was the univariate one according to our criteria of complete but simpler; V other 1 is cage effects; study also reports in Table 4 the contribution of direct and indirect genetic effects
to total heritable variation
","AST","population should be Hendrix Genetics to ensure consistency throughout","mean and SD set to NA","non_transf",NA,"gaussian",NA,"yes","Gallus gallus","HendrixGenetics_NL","54","Accept",0.185,1.15,NA,NA,NA,2014,1.59459459459459,0.185,0.297297297297297,0.297297297297297,0.637837837837838,0.074,0.307,0.000186567164179104,NA,0.074,0.0892249527410208,0.0415879017013233,NA,0.055,NA,0.218,1.17837837837838,0.257,NA,NA,NA,0.16,0.161,"Gallus gallus"
"IGE0746","152",NA,"Gallus gallus","birds","Institut de Selection Animale B.V., Hendrix Genetics","captive","experimental","F","ad",NA,5363,5363,36,288,NA,1,"rump feather condition score","behaviour","no",1.14,"no",NA,"line W1","no","yes",4,0.045,0.051,NA,NA,0.1,NA,NA,NA,NA,NA,NA,0.243,0.015,NA,-0.12,NA,NA,NA,0.154,0.098,"Table 3 & S2","FS","Study uses data from the experiment that  described
in Ellen et al. [25], but   FCS were used instead
of survival time data (so the trait is different); # dams is approximate (8 dams used on average per sire); means are reported split by fixed effects levels in table 1, otherwise grouped need to be extracted from figure 1; model chosen was the univariate one according to our criteria of complete but simpler; V other 1 is cage effects; study also reports in Table 4 the contribution of direct and indirect genetic effects
to total heritable variation
","AST","population should be Hendrix Genetics to ensure consistency throughout","mean and SD set to NA","non_transf",NA,"gaussian",NA,"yes","Gallus gallus","HendrixGenetics_NL","54","Accept",0.243,1.14,NA,NA,NA,2014,3,0.243,0.209876543209877,0.209876543209877,0.185185185185185,0.015,0.213,0.000186567164179104,NA,0.015,0.0346260387811634,0.0392428439519852,NA,0.051,NA,0.154,0.633744855967078,0.098,NA,NA,NA,-0.12,-0.121,"Gallus gallus"
"IGE0746","153",NA,"Gallus gallus","birds","Institut de Selection Animale B.V., Hendrix Genetics","captive","experimental","F","ad",NA,5363,5363,36,288,NA,1,"belly feather condition score","behaviour","no",1.31,"no",NA,"line W1","no","yes",4,0.181,0.048,NA,NA,0.092,NA,NA,NA,NA,NA,NA,0.414,0.079,NA,0.11,NA,NA,NA,0.243,0.143,"Table 3 & S2","FS","Study uses data from the experiment that  described
in Ellen et al. [25], but   FCS were used instead
of survival time data (so the trait is different); # dams is approximate (8 dams used on average per sire); means are reported split by fixed effects levels in table 1, otherwise grouped need to be extracted from figure 1; model chosen was the univariate one according to our criteria of complete but simpler; V other 1 is cage effects; study also reports in Table 4 the contribution of direct and indirect genetic effects
to total heritable variation
","AST","population should be Hendrix Genetics to ensure consistency throughout","mean and SD set to NA","non_transf",NA,"gaussian",NA,"yes","Gallus gallus","HendrixGenetics_NL","54","Accept",0.414,1.31,NA,NA,NA,2014,2.29113924050633,0.414,0.115942028985507,0.115942028985507,0.43719806763285,0.079,0.116,0.000186567164179104,NA,0.079,0.105471709107861,0.0279703979954548,NA,0.048,NA,0.243,0.58695652173913,0.143,NA,NA,NA,0.11,0.11,"Gallus gallus"
"IGE0746","154",NA,"Gallus gallus","birds","Institut de Selection Animale B.V., Hendrix Genetics","captive","experimental","F","ad",NA,5089,5089,35,280,NA,1,"neck feather condition score","behaviour","no",2.3,"no",NA,"line WB","no","yes",4,0.27,0.193,NA,NA,0.403,NA,NA,NA,NA,NA,NA,0.954,0.098,NA,-0.17,NA,NA,NA,0.595,0.371,"Table 3 & S2","FS","Study uses data from the experiment that  described
in Ellen et al. [25], but   FCS were used instead
of survival time data (so the trait is different); # dams is approximate (8 dams used on average per sire); means are reported split by fixed effects levels in table 1, otherwise grouped need to be extracted from figure 1; model chosen was the univariate one according to our criteria of complete but simpler; V other 1 is cage effects; study also reports in Table 4 the contribution of direct and indirect genetic effects
to total heritable variation
","AST","population should be Hendrix Genetics to ensure consistency throughout","mean and SD set to NA","non_transf",NA,"gaussian",NA,"yes","Gallus gallus","HendrixGenetics_NL","55","Accept",0.954,2.3,NA,NA,NA,2014,2.75510204081633,0.954,0.20230607966457,0.20230607966457,0.283018867924528,0.098,0.205,0.000196618167518679,NA,0.098,0.0510396975425331,0.0364839319470699,NA,0.193,NA,0.595,0.623689727463312,0.371,NA,NA,NA,-0.17,-0.172,"Gallus gallus"
"IGE0746","155",NA,"Gallus gallus","birds","Institut de Selection Animale B.V., Hendrix Genetics","captive","experimental","F","ad",NA,5089,5089,35,280,NA,1,"back feather condition score","behaviour","no",1.63,"no",NA,"line WB","no","yes",4,0.157,0.204,NA,NA,0.367,NA,NA,NA,NA,NA,NA,0.936,0.052,NA,-0.38,NA,NA,NA,0.572,0.349,"Table 3 & S2","FS","Study uses data from the experiment that  described
in Ellen et al. [25], but   FCS were used instead
of survival time data (so the trait is different); # dams is approximate (8 dams used on average per sire); means are reported split by fixed effects levels in table 1, otherwise grouped need to be extracted from figure 1; model chosen was the univariate one according to our criteria of complete but simpler; V other 1 is cage effects; study also reports in Table 4 the contribution of direct and indirect genetic effects
to total heritable variation
","AST","population should be Hendrix Genetics to ensure consistency throughout","mean and SD set to NA","non_transf",NA,"gaussian",NA,"yes","Gallus gallus","HendrixGenetics_NL","55","Accept",0.936,1.63,NA,NA,NA,2014,3.01923076923077,0.936,0.217948717948718,0.217948717948718,0.167735042735043,0.052,0.222,0.000196618167518679,NA,0.052,0.0590914223342994,0.0767812111859686,NA,0.204,NA,0.572,0.611111111111111,0.349,NA,NA,NA,-0.38,-0.4,"Gallus gallus"
