"Paper_id","Record_id","Year","Species_name","Taxon","Population","Population_type","Study_type","Sex","Age","N_id_pedigree","N_records","N_id_w_records","N_sires","N_dams","N_families","Depth_of_ped","Trait_name","Trait_category","Mean_standardized","Trait_mean","Variance_standardized","Trait_sd","Treatment_group","Fixed_eff_of_partner_trait","Other_fixed_eff","Mean_group_size","Va","V_ige","Vpe_foc","Vpe_soc","V_other_1","V_other_2","V_other_3","V_other_4","V_other_5","V_other_6","V_residual","Total_v_phen","H2","Social_h2","R_a_ige","R_pe_pe_soc","Cov_a_ige","Cov_pe_pe_soc","V_tbv","T2","Data_location","Screener_id","Notes","Second_screener_id","Second_screener_notes","Changes_after_second_screening","Data_transf","Trait_mean_transf","Trait_error_distrib","Estimates_scale_nongauss","Vp_group_formula","Species_name.2","Population2","Group_id","Second_screener_original_decision","Total_v_phen2","Trait_mean2","Reported_values_flag","Excluded_after_control","social_h2","Year_of_Publication","Total_v_phen_calc","Total_v_phen3","Social_h2_calc","Social_h2_2","H2_calc","Social_h2_2_Zr","VZr","Social_h2_Zr","V_tbv_calc","V_ige_2","V_tbv_calc_2","V_tbv_2","T2_calc","direct_social","dat4A_herit","dat_weights","Record_id_long","Species_name.2.phylo"
"IGE0202","110","1998-2013","Sus scrofa","mammals","Goland sire line, Gorzagri, Italy","captive","experimental","both","ad",NA,8055,8055,293,456,1733,6,"iodine number","morphology","no",66.1,"no",2.6,NA,"no","yes",6.12,2.032,0.006,NA,NA,0.194,0.111,NA,NA,NA,NA,2.523,NA,0.427,0.001,-0.58,NA,-0.064,NA,1.532,0.322,"Tables 1, 3-6","DF","V other 1 is group (pen), V other 2 is family (litter). Report indirect heritablity as 0.001","FS","note that heritability here is direct, they also report social heritability (that should match the var IGE/VP)","Added note about indirect heritability and entered value into social heritability","non_transf",NA,"gaussian",NA,"yes","Sus scrofa","Gorzagri_IT","7","Accept",NA,66.1,NA,NA,NA,2015,4.75878220140515,4.75878220140515,0.00126082677165354,0.001,0.427,0.001,0.000124192747143567,0.001,1.5339264,0.006,1.5339264,1.532,0.321931102362205,"H2_2",0.427,8.99404829561107,25,"Sus scrofa"
"IGE0202","110","1998-2013","Sus scrofa","mammals","Goland sire line, Gorzagri, Italy","captive","experimental","both","ad",NA,8055,8055,293,456,1733,6,"iodine number","morphology","no",66.1,"no",2.6,NA,"no","yes",6.12,2.032,0.006,NA,NA,0.194,0.111,NA,NA,NA,NA,2.523,NA,0.427,0.001,-0.58,NA,-0.064,NA,1.532,0.322,"Tables 1, 3-6","DF","V other 1 is group (pen), V other 2 is family (litter). Report indirect heritablity as 0.001","FS","note that heritability here is direct, they also report social heritability (that should match the var IGE/VP)","Added note about indirect heritability and entered value into social heritability","non_transf",NA,"gaussian",NA,"yes","Sus scrofa","Gorzagri_IT","7","Accept",NA,66.1,NA,NA,NA,2015,4.75878220140515,4.75878220140515,0.00126082677165354,0.001,0.427,0.001,0.000124192747143567,0.001,1.5339264,0.006,1.5339264,1.532,0.321931102362205,"T2_2",0.322,8.99404829561107,26,"Sus scrofa"
"IGE0202","111","1998-2013","Sus scrofa","mammals","Goland sire line, Gorzagri, Italy","captive","experimental","both","ad",NA,8996,8996,293,456,1794,6,"ham subcutaneous fat depth (SFD1)","morphology","no",19,"no",14,NA,"no","yes",6.12,8.106,0.014,NA,NA,1.357,0.403,NA,NA,NA,NA,15.275,NA,0.33,0.001,NA,NA,-0.318,NA,5.238,0.213,"Tables 1, 3-6","DF","V other 1 is group (pen), V other 2 is family (litter). Report indirect heritablity as 0.001","FS","note that heritability here is direct, they also report social heritability (that should match the var IGE/VP","Added note about indirect heritability and entered value into social heritability","non_transf",NA,"gaussian",NA,"yes","Sus scrofa","Gorzagri_IT","7","Accept",NA,19,NA,NA,NA,2015,24.5636363636364,24.5636363636364,0.000569948186528497,0.001,0.33,0.001,0.00011119759813188,0.001,5.2166816,0.014,5.2166816,5.238,0.213242042931162,"H2_2",0.33,9.10453531307921,27,"Sus scrofa"
"IGE0202","111","1998-2013","Sus scrofa","mammals","Goland sire line, Gorzagri, Italy","captive","experimental","both","ad",NA,8996,8996,293,456,1794,6,"ham subcutaneous fat depth (SFD1)","morphology","no",19,"no",14,NA,"no","yes",6.12,8.106,0.014,NA,NA,1.357,0.403,NA,NA,NA,NA,15.275,NA,0.33,0.001,NA,NA,-0.318,NA,5.238,0.213,"Tables 1, 3-6","DF","V other 1 is group (pen), V other 2 is family (litter). Report indirect heritablity as 0.001","FS","note that heritability here is direct, they also report social heritability (that should match the var IGE/VP","Added note about indirect heritability and entered value into social heritability","non_transf",NA,"gaussian",NA,"yes","Sus scrofa","Gorzagri_IT","7","Accept",NA,19,NA,NA,NA,2015,24.5636363636364,24.5636363636364,0.000569948186528497,0.001,0.33,0.001,0.00011119759813188,0.001,5.2166816,0.014,5.2166816,5.238,0.213242042931162,"T2_2",0.213,9.10453531307921,28,"Sus scrofa"
"IGE0202","112","1998-2013","Sus scrofa","mammals","Goland sire line, Gorzagri, Italy","captive","experimental","both","ad",NA,5200,5200,293,456,1023,6,"ham subcutaneous fat depth (SFD2)","morphology","no",6,"no",1,NA,"no","yes",6.12,0.359,0.003,NA,NA,0.006,0.012,NA,NA,NA,NA,0.446,NA,0.43,0.003,NA,NA,-0.001,NA,0.421,0.404,"Tables 1, 3-6","DF","V other 1 is group (pen), V other 2 is family (litter). Report indirect heritablity as 0.003","FS","note that heritability here is direct, they also report social heritability (that should match the var IGE/VP","Added note about indirect heritability and entered value into social heritability","non_transf",NA,"gaussian",NA,"yes","Sus scrofa","Gorzagri_IT","7","Accept",NA,6,NA,NA,NA,2015,0.834883720930233,0.834883720930233,0.0035933147632312,0.003,0.43,0.003,0.000192418703097941,0.003,0.4274032,0.003,0.4274032,0.421,0.504261838440111,"H2_2",0.43,8.55641390456952,29,"Sus scrofa"
"IGE0202","112","1998-2013","Sus scrofa","mammals","Goland sire line, Gorzagri, Italy","captive","experimental","both","ad",NA,5200,5200,293,456,1023,6,"ham subcutaneous fat depth (SFD2)","morphology","no",6,"no",1,NA,"no","yes",6.12,0.359,0.003,NA,NA,0.006,0.012,NA,NA,NA,NA,0.446,NA,0.43,0.003,NA,NA,-0.001,NA,0.421,0.404,"Tables 1, 3-6","DF","V other 1 is group (pen), V other 2 is family (litter). Report indirect heritablity as 0.003","FS","note that heritability here is direct, they also report social heritability (that should match the var IGE/VP","Added note about indirect heritability and entered value into social heritability","non_transf",NA,"gaussian",NA,"yes","Sus scrofa","Gorzagri_IT","7","Accept",NA,6,NA,NA,NA,2015,0.834883720930233,0.834883720930233,0.0035933147632312,0.003,0.43,0.003,0.000192418703097941,0.003,0.4274032,0.003,0.4274032,0.421,0.504261838440111,"T2_2",0.404,8.55641390456952,30,"Sus scrofa"
"IGE0202","113","1998-2013","Sus scrofa","mammals","Goland sire line, Gorzagri, Italy","captive","experimental","both","ad",NA,9362,9362,293,456,1787,6,"round shape","morphology","no",1.78,"no",0.85,NA,"no","yes",6.12,0.235,4e-04,NA,NA,0.023,0.016,NA,NA,NA,NA,0.438,NA,0.338,0.001,-0.93,NA,-0.009,NA,0.153,0.22,"Tables 1, 3-6","DF","V other 1 is group (pen), V other 2 is family (litter). Report indirect heritablity as 0.001","FS","note that heritability here is direct, they also report social heritability (that should match the var IGE/VP","Added note about indirect heritability and entered value into social heritability","non_transf",NA,"gaussian",NA,"yes","Sus scrofa","Gorzagri_IT","7","Accept",NA,1.78,NA,NA,NA,2015,0.695266272189349,0.695266272189349,0.00057531914893617,0.001,0.338,0.001,0.000106849022331446,0.001,0.15332576,4e-04,0.15332576,0.153,0.220059574468085,"H2_2",0.338,9.14441422186002,31,"Sus scrofa"
"IGE0202","113","1998-2013","Sus scrofa","mammals","Goland sire line, Gorzagri, Italy","captive","experimental","both","ad",NA,9362,9362,293,456,1787,6,"round shape","morphology","no",1.78,"no",0.85,NA,"no","yes",6.12,0.235,4e-04,NA,NA,0.023,0.016,NA,NA,NA,NA,0.438,NA,0.338,0.001,-0.93,NA,-0.009,NA,0.153,0.22,"Tables 1, 3-6","DF","V other 1 is group (pen), V other 2 is family (litter). Report indirect heritablity as 0.001","FS","note that heritability here is direct, they also report social heritability (that should match the var IGE/VP","Added note about indirect heritability and entered value into social heritability","non_transf",NA,"gaussian",NA,"yes","Sus scrofa","Gorzagri_IT","7","Accept",NA,1.78,NA,NA,NA,2015,0.695266272189349,0.695266272189349,0.00057531914893617,0.001,0.338,0.001,0.000106849022331446,0.001,0.15332576,4e-04,0.15332576,0.153,0.220059574468085,"T2_2",0.22,9.14441422186002,32,"Sus scrofa"
"IGE0202","114","1998-2013","Sus scrofa","mammals","Goland sire line, Gorzagri, Italy","captive","experimental","both","ad",NA,9362,9362,293,456,1787,6,"subcutanous fat","morphology","no",-0.11,"no",1.69,NA,"no","yes",6.12,0.982,0.003,NA,NA,0.119,0.073,NA,NA,NA,NA,1.582,NA,0.364,0.001,-0.64,NA,-0.035,NA,0.695,0.257,"Tables 1, 3-6","DF","V other 1 is group (pen), V other 2 is family (litter). Report indirect heritablity as 0.001","FS","note that heritability here is direct, they also report social heritability (that should match the var IGE/VP","Added note about indirect heritability and entered value into social heritability","non_transf",NA,"gaussian",NA,"yes","Sus scrofa","Gorzagri_IT","7","Accept",NA,-0.11,NA,NA,NA,2015,2.6978021978022,2.6978021978022,0.00111201629327902,0.001,0.364,0.001,0.000106849022331446,0.001,0.7022432,0.003,0.7022432,0.695,0.257617107942973,"H2_2",0.364,9.14441422186002,33,"Sus scrofa"
"IGE0202","114","1998-2013","Sus scrofa","mammals","Goland sire line, Gorzagri, Italy","captive","experimental","both","ad",NA,9362,9362,293,456,1787,6,"subcutanous fat","morphology","no",-0.11,"no",1.69,NA,"no","yes",6.12,0.982,0.003,NA,NA,0.119,0.073,NA,NA,NA,NA,1.582,NA,0.364,0.001,-0.64,NA,-0.035,NA,0.695,0.257,"Tables 1, 3-6","DF","V other 1 is group (pen), V other 2 is family (litter). Report indirect heritablity as 0.001","FS","note that heritability here is direct, they also report social heritability (that should match the var IGE/VP","Added note about indirect heritability and entered value into social heritability","non_transf",NA,"gaussian",NA,"yes","Sus scrofa","Gorzagri_IT","7","Accept",NA,-0.11,NA,NA,NA,2015,2.6978021978022,2.6978021978022,0.00111201629327902,0.001,0.364,0.001,0.000106849022331446,0.001,0.7022432,0.003,0.7022432,0.695,0.257617107942973,"T2_2",0.257,9.14441422186002,34,"Sus scrofa"
"IGE0202","115","1998-2013","Sus scrofa","mammals","Goland sire line, Gorzagri, Italy","captive","experimental","both","ad",NA,9362,9362,293,456,1787,6,"marbling","morphology","no",1.53,"no",0.85,NA,"no","yes",6.12,0.245,2e-04,NA,NA,0.035,0.018,NA,NA,NA,NA,0.368,NA,0.37,3e-04,NA,NA,-0.002,NA,0.225,0.34,"Tables 1, 3-6","DF","V other 1 is group (pen), V other 2 is family (litter). Report indirect heritablity as 0.0003","FS","note that heritability here is direct, they also report social heritability (that should match the var IGE/VP","Added note about indirect heritability and entered value into social heritability","non_transf",NA,"gaussian",NA,"yes","Sus scrofa","Gorzagri_IT","7","Accept",NA,1.53,NA,NA,NA,2015,0.662162162162162,0.662162162162162,0.000302040816326531,3e-04,0.37,0,0.000106849022331446,0,0.22976288,2e-04,0.22976288,0.225,0.339795918367347,"H2_2",0.37,9.14441422186002,35,"Sus scrofa"
"IGE0202","115","1998-2013","Sus scrofa","mammals","Goland sire line, Gorzagri, Italy","captive","experimental","both","ad",NA,9362,9362,293,456,1787,6,"marbling","morphology","no",1.53,"no",0.85,NA,"no","yes",6.12,0.245,2e-04,NA,NA,0.035,0.018,NA,NA,NA,NA,0.368,NA,0.37,3e-04,NA,NA,-0.002,NA,0.225,0.34,"Tables 1, 3-6","DF","V other 1 is group (pen), V other 2 is family (litter). Report indirect heritablity as 0.0003","FS","note that heritability here is direct, they also report social heritability (that should match the var IGE/VP","Added note about indirect heritability and entered value into social heritability","non_transf",NA,"gaussian",NA,"yes","Sus scrofa","Gorzagri_IT","7","Accept",NA,1.53,NA,NA,NA,2015,0.662162162162162,0.662162162162162,0.000302040816326531,3e-04,0.37,0,0.000106849022331446,0,0.22976288,2e-04,0.22976288,0.225,0.339795918367347,"T2_2",0.34,9.14441422186002,36,"Sus scrofa"
"IGE0203","169","2009","Gadus morhua","fish","Tromso, Norway","semicaptive","experimental","both","juv",2100,2058,2058,73,100,100,3,"body weight at r2","morphology","no",42.17,"no",13.8,NA,"yes","yes",7,54.4,0.02,NA,NA,11.79,0,NA,NA,NA,NA,NA,178.7,NA,NA,0.31,NA,0.34,NA,76.77,0.43,"Table 1 for means, T5-7 for variances","MM","V1=VARIANCE DUE TO COMMON REARING E
V2=variance of experimental tank
","FS","check # sires and dams (it's different for the complete pedigree), as well as # of IDs in pedigree and ID w records","checked pedigree, include info on pedigree for this study, not for the complete","non_transf",NA,"gaussian",NA,"yes","Gadus morhua","Tromso_NOR","8","Revise",178.7,42.17,NA,NA,NA,2014,NA,178.7,0.000111919418019026,0.000111919418019026,0.304420817011752,0,0.00048661800486618,NA,59.2,0.02,59.2,76.77,0.429602686066032,"H2_2",0.304420817011752,7.62948991639399,37,"Gadus morhua"
"IGE0203","169","2009","Gadus morhua","fish","Tromso, Norway","semicaptive","experimental","both","juv",2100,2058,2058,73,100,100,3,"body weight at r2","morphology","no",42.17,"no",13.8,NA,"yes","yes",7,54.4,0.02,NA,NA,11.79,0,NA,NA,NA,NA,NA,178.7,NA,NA,0.31,NA,0.34,NA,76.77,0.43,"Table 1 for means, T5-7 for variances","MM","V1=VARIANCE DUE TO COMMON REARING E
V2=variance of experimental tank
","FS","check # sires and dams (it's different for the complete pedigree), as well as # of IDs in pedigree and ID w records","checked pedigree, include info on pedigree for this study, not for the complete","non_transf",NA,"gaussian",NA,"yes","Gadus morhua","Tromso_NOR","8","Revise",178.7,42.17,NA,NA,NA,2014,NA,178.7,0.000111919418019026,0.000111919418019026,0.304420817011752,0,0.00048661800486618,NA,59.2,0.02,59.2,76.77,0.429602686066032,"T2_2",0.43,7.62948991639399,38,"Gadus morhua"
"IGE0203","170","2009","Gadus morhua","fish","Tromso, Norway","semicaptive","experimental","both","juv",2100,2063,2063,73,100,100,3,"body weight at r3","morphology","no",63.55,"no",20.9,NA,"yes","yes",7,101.3,0.15,NA,NA,27.33,1.4,NA,NA,NA,NA,NA,408,NA,NA,0.05,NA,0.19,NA,169,0.41,"Table 1 for means, T5-7 for variances","MM","V1=VARIANCE DUE TO COMMON REARING E
V2=variance of experimental tank
","FS","check # sires and dams (it's different for the complete pedigree), as well as # of IDs in pedigree and ID w records","checked pedigree, include info on pedigree for this study, not for the complete","non_transf",NA,"gaussian",NA,"yes","Gadus morhua","Tromso_NOR","8","Revise",408,63.55,NA,NA,NA,2014,NA,408,0.000367647058823529,0.000367647058823529,0.24828431372549,0,0.000485436893203883,NA,108.98,0.15,108.98,169,0.41421568627451,"H2_2",0.24828431372549,7.63191651307125,39,"Gadus morhua"
"IGE0203","170","2009","Gadus morhua","fish","Tromso, Norway","semicaptive","experimental","both","juv",2100,2063,2063,73,100,100,3,"body weight at r3","morphology","no",63.55,"no",20.9,NA,"yes","yes",7,101.3,0.15,NA,NA,27.33,1.4,NA,NA,NA,NA,NA,408,NA,NA,0.05,NA,0.19,NA,169,0.41,"Table 1 for means, T5-7 for variances","MM","V1=VARIANCE DUE TO COMMON REARING E
V2=variance of experimental tank
","FS","check # sires and dams (it's different for the complete pedigree), as well as # of IDs in pedigree and ID w records","checked pedigree, include info on pedigree for this study, not for the complete","non_transf",NA,"gaussian",NA,"yes","Gadus morhua","Tromso_NOR","8","Revise",408,63.55,NA,NA,NA,2014,NA,408,0.000367647058823529,0.000367647058823529,0.24828431372549,0,0.000485436893203883,NA,108.98,0.15,108.98,169,0.41421568627451,"T2_2",0.41,7.63191651307125,40,"Gadus morhua"
"IGE0203","171","2009","Gadus morhua","fish","Tromso, Norway","semicaptive","experimental","both","juv",2100,2046,2046,73,100,100,3,"specific growth rate","development","no",1.45,"no",0.51,NA,"yes","yes",7,0.03,0.00019,NA,NA,0.02,0.01,NA,NA,NA,NA,NA,0.26,NA,NA,-0.25,NA,0.00014,NA,0.04,0.16,"Table 1 for means, T5-7 for variances","MM","V1=VARIANCE DUE TO COMMON REARING E
V2=variance of experimental tank
","FS","check # sires and dams (it's different for the complete pedigree), as well as # of IDs in pedigree and ID w records","checked pedigree, include info on pedigree for this study, not for the complete","non_transf",NA,"gaussian",NA,"yes","Gadus morhua","Tromso_NOR","8","Revise",0.26,1.45,NA,NA,NA,2014,NA,0.26,0.000730769230769231,0.000730769230769231,0.115384615384615,0.001,0.000489476260401371,NA,0.03852,0.00019,0.03852,0.04,0.153846153846154,"H2_2",0.115384615384615,7.62364194651157,41,"Gadus morhua"
"IGE0203","171","2009","Gadus morhua","fish","Tromso, Norway","semicaptive","experimental","both","juv",2100,2046,2046,73,100,100,3,"specific growth rate","development","no",1.45,"no",0.51,NA,"yes","yes",7,0.03,0.00019,NA,NA,0.02,0.01,NA,NA,NA,NA,NA,0.26,NA,NA,-0.25,NA,0.00014,NA,0.04,0.16,"Table 1 for means, T5-7 for variances","MM","V1=VARIANCE DUE TO COMMON REARING E
V2=variance of experimental tank
","FS","check # sires and dams (it's different for the complete pedigree), as well as # of IDs in pedigree and ID w records","checked pedigree, include info on pedigree for this study, not for the complete","non_transf",NA,"gaussian",NA,"yes","Gadus morhua","Tromso_NOR","8","Revise",0.26,1.45,NA,NA,NA,2014,NA,0.26,0.000730769230769231,0.000730769230769231,0.115384615384615,0.001,0.000489476260401371,NA,0.03852,0.00019,0.03852,0.04,0.153846153846154,"T2_2",0.16,7.62364194651157,42,"Gadus morhua"
"IGE0203","172","2009","Gadus morhua","fish","Tromso, Norway","semicaptive","experimental","both","juv",2100,1999,1999,73,100,100,3,"change in condition factor","metabolism & physiology","no",0.00074,"no",0.1,NA,"yes","yes",7,0.001,3e-06,NA,NA,0,3e-04,NA,NA,NA,NA,NA,0.01,NA,NA,-0.08,NA,5.3e-05,NA,0.002,0.22,"Table 1 for means, T5-7 for variances","MM","V1=VARIANCE DUE TO COMMON REARING E
V2=variance of experimental tank
","FS","check # sires and dams (it's different for the complete pedigree), as well as # of IDs in pedigree and ID w records","checked pedigree, include info on pedigree for this study, not for the complete","non_transf",NA,"gaussian",NA,"yes","Gadus morhua","Tromso_NOR","8","Revise",0.01,0.00074,NA,NA,NA,2014,NA,0.01,3e-04,3e-04,0.1,0,0.000501002004008016,NA,0.001744,3e-06,0.001744,0.002,0.2,"H2_2",0.1,7.6004023345004,43,"Gadus morhua"
"IGE0203","172","2009","Gadus morhua","fish","Tromso, Norway","semicaptive","experimental","both","juv",2100,1999,1999,73,100,100,3,"change in condition factor","metabolism & physiology","no",0.00074,"no",0.1,NA,"yes","yes",7,0.001,3e-06,NA,NA,0,3e-04,NA,NA,NA,NA,NA,0.01,NA,NA,-0.08,NA,5.3e-05,NA,0.002,0.22,"Table 1 for means, T5-7 for variances","MM","V1=VARIANCE DUE TO COMMON REARING E
V2=variance of experimental tank
","FS","check # sires and dams (it's different for the complete pedigree), as well as # of IDs in pedigree and ID w records","checked pedigree, include info on pedigree for this study, not for the complete","non_transf",NA,"gaussian",NA,"yes","Gadus morhua","Tromso_NOR","8","Revise",0.01,0.00074,NA,NA,NA,2014,NA,0.01,3e-04,3e-04,0.1,0,0.000501002004008016,NA,0.001744,3e-06,0.001744,0.002,0.2,"T2_2",0.22,7.6004023345004,44,"Gadus morhua"
